Plugin,Menu,Section,Type,English,Japanese
Pawprint,Captured,,,位于副本内,コンテンツ内
Pawprint,Captured,,,低价凑齐装备／道具,安価なビーストギア／アイテムから揃える
Pawprint,Captured,,,低段第一盘,通常 第1戦
Pawprint,Captured,,,低段第二盘,通常 第2戦
Pawprint,Captured,,,低段第三盘,通常 第3戦
Pawprint,Captured,,,使用食物,フィードを使用
Pawprint,Captured,,,免费奖励,無料報酬
Pawprint,Captured,,,入场编组,突入編成
Pawprint,Captured,,,全程限制,全体制限
Pawprint,Captured,,,其他设置,その他の設定
Pawprint,Captured,,,内置简单战斗,内蔵簡易戦闘
Pawprint,Captured,,,出售测试,売却テスト
Pawprint,Captured,,,初始伙伴,初期ペット
Pawprint,Captured,,,初始伙伴（图片备注，待图鉴确认）,初期ペット（画像メモ。図鑑で要確認）
Pawprint,Captured,,,删除预设,プリセットを削除
Pawprint,Captured,,,副本捕获（AutoDuty）,コンテンツ捕獲（AutoDuty）
Pawprint,Captured,,,加载时打开窗口,読み込み時にウィンドウを開く
Pawprint,Captured,,,单只捕获时自动练级,単体捕獲時に自動レベル上げ
Pawprint,Captured,,,只看未捕获,未捕獲のみ表示
Pawprint,Captured,,,商店,ショップ
Pawprint,Captured,,,在帐篷休息,テントで休憩
Pawprint,Captured,,,复制为新预设,新しいプリセットとしてコピー
Pawprint,Captured,,,多人本 · 不支持,マルチコンテンツ · 未対応
Pawprint,Captured,,,导出图鉴诊断,図鑑診断を出力
Pawprint,Captured,,,导出捕获诊断,捕獲診断を出力
Pawprint,Captured,,,尚未记录斗兽流程,闘獣練の進行記録はありません
Pawprint,Captured,,,已复制，请在有效期内提交到认证频道,コピーしました。有効期限内に認証チャンネルへ送信してください
Pawprint,Captured,,,已捕获 0 / 未捕获 0 / 未知 50,捕獲済み 0／未捕獲 0／不明 50
Pawprint,Captured,,,巴哈姆特大迷宫 入侵之章1,f1b1
Pawprint,Captured,,,帐篷,テント
Pawprint,Captured,,,库存目标（0 不限制）,所持数目標（0＝制限なし）
Pawprint,Captured,,,怪物 ID 查询,モンスターID検索
Pawprint,Captured,,,恢复默认预设,既定のプリセットに戻す
Pawprint,Captured,,,战斗插件,戦闘プラグイン
Pawprint,Captured,,,手动操作,手動操作
Pawprint,Captured,,,打开 Omni Discord,Omni Discordを開く
Pawprint,Captured,,,打开插件安装器,プラグインインストーラーを開く
Pawprint,Captured,,,技能效果及识破/捕获消息 ID 监听已就绪,アクション効果および見破る／捕獲メッセージIDの監視準備完了
Pawprint,Captured,,,按预设优先级,プリセットの優先順位に従う
Pawprint,Captured,,,捕猎,捕獲
Pawprint,Captured,,,插件状态,プラグイン状態
Pawprint,Captured,,,插件配置,プラグイン設定
Pawprint,Captured,,,收录,登録
Pawprint,Captured,,,斗兽奇弈需要 Omni Verification,闘獣練にはOmni Verificationが必要です
Pawprint,Captured,,,显示已保存的图鉴记录,保存済みの図鑑記録を表示
Pawprint,Captured,,,未选中魔物,魔物が選択されていません
Pawprint,Captured,,,查图鉴名称,図鑑名を検索
Pawprint,Captured,,,查询,検索
Pawprint,Captured,,,次数 (1–999),回数（1～999）
Pawprint,Captured,,,正在准备激活凭证,認証コードを準備中
Pawprint,Captured,,,正在生成激活凭证,認証コードを生成中
Pawprint,Captured,,,死亡后自动重开,死亡後に自動再開
Pawprint,Captured,,,水晶塔 古代人迷宫,l1r1
Pawprint,Captured,,,满装备 · 零消费,ビーストギア最大 · 消費なし
Pawprint,Captured,,,生成并复制机器凭证,端末認証コードを生成してコピー
Pawprint,Captured,,,生成并复制账号凭证,アカウント認証コードを生成してコピー
Pawprint,Captured,,,目标数据,対象データ
Pawprint,Captured,,,策略模板,戦略テンプレート
Pawprint,Captured,,,继续,再開
Pawprint,Captured,,,继续##arena,再開##arena
Pawprint,Captured,,,编号 / 魔物,番号／魔物
Pawprint,Captured,,,自动完成斗兽奇弈(WIP),闘獣練を自動攻略（WIP）
Pawprint,Captured,,,自动捕获,自動捕獲
Pawprint,Captured,,,自动斗兽需要有效的 Omni 授权,闘獣練自動化には有効なOmni認証が必要です
Pawprint,Captured,,,至少保留斗兽币,最低ビーストコイン保持額
Pawprint,Captured,,,节点默认行为,マスの既定動作
Pawprint,Captured,,,获得装备,ビーストギアを取得
Pawprint,Captured,,,获得道具,クルーシブルアイテムを取得
Pawprint,Captured,,,装备件数,ビーストギア数
Pawprint,Captured,,,装备购买,ビーストギア購入
Pawprint,Captured,,,认证 / 重新认证 OMNI,OMNIを認証／再認証
Pawprint,Captured,,,记录斗兽流程,闘獣練の進行を記録
Pawprint,Captured,,,购买装备,ビーストギアを購入
Pawprint,Captured,,,购买道具,クルーシブルアイテムを購入
Pawprint,Captured,,,购买食料,フィードを購入
Pawprint,Captured,,,路线图,ルート図
Pawprint,Captured,,,运行日志,実行ログ
Pawprint,Captured,,,道具个数,アイテム数
Pawprint,Captured,,,道具购买,アイテム購入
Pawprint,Captured,,,重新检测,再検出
Pawprint,Captured,,,野外躲避,フィールド回避
Pawprint,Captured,,,零装备 · 零消费,ビーストギアなし · 消費なし
Pawprint,Captured,,,预设,プリセット
Pawprint,Captured,,,预设分享,プリセット共有
Pawprint,Captured,,,预设设置,プリセット設定
Pawprint,Captured,,,食料购买,フィード購入
Pawprint,Captured,,,魔兽体力低于（%）,ペットのHPが指定値未満（%）
Pawprint,Captured,,,黒衣森：中央森林,黒衣森：中央森林
Pawprint,Captured,,,黒衣森：北部森林,黒衣森：北部森林
Pawprint,Captured,,,默认,既定
Pawprint,Captured,,Text,剩余 28 秒,残り 28 秒
Pawprint,Captured,,Text,剩余 29 秒,残り 29 秒
Pawprint,Captured,,Text,剩余 30 秒,残り 30 秒
Pawprint,Captured,,Text,剩余 31 秒,残り 31 秒
Pawprint,Captured,,Text,剩余 32 秒,残り 32 秒
Pawprint,Captured,,Text,剩余 33 秒,残り 33 秒
Pawprint,Captured,,Text,剩余 34 秒,残り 34 秒
Pawprint,Captured,,Text,剩余 35 秒,残り 35 秒
Pawprint,Captured,,Text,剩余 36 秒,残り 36 秒
Pawprint,Captured,,Text,剩余 37 秒,残り 37 秒
Pawprint,Captured,,Text,剩余 38 秒,残り 38 秒
Pawprint,Captured,,,10道具 · 不使用,10アイテム · 不使用
Pawprint,Captured,,Checkbox/RenderText,01 库西##arena1,01 クーシー##arena1
Pawprint,Captured,,Checkbox/RenderText,02 松鼠##arena2,02 スクウィレル##arena2
Pawprint,Captured,,Checkbox/RenderText,03 迷途羊羔##arena3,03 ロストラム##arena3
Pawprint,Captured,,Checkbox/RenderText,04 陆鱼##arena4,04 プギル##arena4
Pawprint,Captured,,Checkbox/RenderText,05 奥猴##arena5,05 オポオポ##arena5
Pawprint,Captured,,Checkbox/RenderText,06 渡渡鸟##arena6,06 ドードー##arena6
Pawprint,Captured,,Checkbox/RenderText,07 矿爬虫##arena7,07 コブラン##arena7
Pawprint,Captured,,Checkbox/RenderText,08 凶蛛蝎##arena8,08 ダイアマイト##arena8
Pawprint,Captured,,Checkbox/RenderText,09 巨型陆蟹##arena9,09 メガロクラブ##arena9
Pawprint,Captured,,Checkbox/RenderText,10 胡蜂##arena10,10 ヴェスパ##arena10
Pawprint,Captured,,Checkbox/RenderText,11 兀鹫##arena11,11 バザード##arena11
Pawprint,Captured,,Checkbox/RenderText,12 蔓德拉##arena12,12 マンドラゴラ##arena12
Pawprint,Captured,,Checkbox/RenderText,13 死魂##arena13,13 ゲシュンペスト##arena13
Pawprint,Captured,,Checkbox,14 跳蜥##arena14,14 ヤーゾン##arena14
Pawprint,Captured,,Text/RenderTextWrapped,143 / 143 件,143／143 件
Pawprint,Captured,,Checkbox,15 壳蟹##arena15,15 シェルクラブ##arena15
Pawprint,Captured,,Checkbox,16 螳螂##arena16,16 マンティス##arena16
Pawprint,Captured,,Checkbox,17 粘液怪##arena17,17 スライム##arena17
Pawprint,Captured,,Checkbox,18 无头骑士##arena18,18 ヘッドレス##arena18
Pawprint,Captured,,Checkbox,19 蝙蝠##arena19,19 バット##arena19
Pawprint,Captured,,Checkbox,20 陷阱草##arena20,20 フライトラップ##arena20
Pawprint,Captured,,Text/RenderTextWrapped,203 / 203 件,203／203 件
Pawprint,Captured,,Checkbox,21 席兹##arena21,21 ジズ##arena21
Pawprint,Captured,,Checkbox,22 仙人刺##arena22,22 サボテンダー##arena22
Pawprint,Captured,,Checkbox,23 巨像##arena23,23 ゴーレム##arena23
Pawprint,Captured,,Checkbox,24 碧企鹅##arena24,24 アプカル##arena24
Pawprint,Captured,,Checkbox,25 精金龟##arena25,25 アダマンタス##arena25
Pawprint,Captured,,Checkbox,26 大水牛##arena26,26 オーロックス##arena26
Pawprint,Captured,,Checkbox,27 乌菊石##arena27,27 アンモナイト##arena27
Pawprint,Captured,,Checkbox,28 巨虫##arena28,28 サンドウォーム##arena28
Pawprint,Captured,,Checkbox,29 魔石精##arena29,29 スプリガン##arena29
Pawprint,Captured,,Checkbox,30 古菩猩猩##arena30,30 グゥーブー##arena30
Pawprint,Captured,,Checkbox,31 巨蟾蜍##arena31,31 ギガントード##arena31
Pawprint,Captured,,Checkbox,32 蜂鸟##arena32,32 ハミングバード##arena32
Pawprint,Captured,,Checkbox,33 长须豹##arena33,33 クァール##arena33
Pawprint,Captured,,Checkbox,34 盗龙##arena34,34 ラプトル##arena34
Pawprint,Captured,,Checkbox,35 烈阳火蛟##arena35,35 サンドレイク##arena35
Pawprint,Captured,,Checkbox,36 树精##arena36,36 トレント##arena36
Pawprint,Captured,,Checkbox,37 灵蚁##arena37,37 アントリング##arena37
Pawprint,Captured,,Checkbox,38 奇美拉##arena38,38 キマイラ##arena38
Pawprint,Captured,,Checkbox,39 魔界花##arena39,39 モルボル##arena39
Pawprint,Captured,,Checkbox,40 幽灵##arena40,40 ゴースト##arena40
Pawprint,Captured,,Checkbox,41 蝾螈##arena41,41 サラマンダー##arena41
Pawprint,Captured,,Checkbox,42 眼镜蛇##arena42,42 コブラ##arena42
Pawprint,Captured,,Checkbox,43 海德拉##arena43,43 ハイドラ##arena43
Pawprint,Captured,,Checkbox,44 灯心蜻蛉##arena44,44 ダムゼルフライ##arena44
Pawprint,Captured,,Checkbox,46 祖##arena46,46 ズー##arena46
Pawprint,Captured,,Text/RenderTextWrapped,7 / 7 件,7／7 件
Pawprint,Captured,,RenderTextWrapped,AutoDuty · 必要時使用 · 準備完了,AutoDuty · 必要時使用 · 準備完了
Pawprint,Captured,,RenderTextWrapped,Lifestream · 必須 · 準備完了,Lifestream · 必須 · 準備完了
Pawprint,Captured,,RenderTextWrapped,Lifestream · 移動処理実行中：False,Lifestream · 移動処理実行中：False
Pawprint,Captured,,RenderTextWrapped,vnavmesh · 必須 · 準備完了,vnavmesh · 必須 · 準備完了
Pawprint,Captured,,Selectable,≡ 1级完美食料,≡ パーフェクトフィードG1
Pawprint,Captured,,Selectable,≡ 1级魔兽复活药,≡ ビーストリレイザーG1
Pawprint,Captured,,Selectable,≡ 1级魔兽恢复药,≡ ビーストポーションG1
Pawprint,Captured,,Selectable,≡ 1级魔兽抗失明药,≡ 魔獣の抗暗闇薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽抗毒药,≡ 魔獣の抗毒薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽抗睡眠药,≡ 魔獣の抗睡眠薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽抗石化药,≡ 魔獣の抗石化薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽抗麻痹药,≡ 魔獣の抗麻痺薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽耐冰药,≡ 魔獣の耐氷薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽耐土药,≡ 魔獣の耐地薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽耐水药,≡ 魔獣の耐水薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽耐火药,≡ 魔獣の耐火薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽耐雷药,≡ 魔獣の耐雷薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽耐风药,≡ 魔獣の耐風薬G1
Pawprint,Captured,,Selectable,≡ 1级魔兽药粉,≡ ビーストパウダーG1
Pawprint,Captured,,Selectable,≡ 2级完美食料,≡ パーフェクトフィードG2
Pawprint,Captured,,Selectable,≡ 2级魔兽复活药,≡ ビーストリレイザーG2
Pawprint,Captured,,Selectable,≡ 2级魔兽恢复药,≡ ビーストポーションG2
Pawprint,Captured,,Selectable,≡ 2级魔兽抗失明药,≡ 魔獣の抗暗闇薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽抗毒药,≡ 魔獣の抗毒薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽抗睡眠药,≡ 魔獣の抗睡眠薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽抗石化药,≡ 魔獣の抗石化薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽抗麻痹药,≡ 魔獣の抗麻痺薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽耐冰药,≡ 魔獣の耐氷薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽耐土药,≡ 魔獣の耐地薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽耐水药,≡ 魔獣の耐水薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽耐火药,≡ 魔獣の耐火薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽耐雷药,≡ 魔獣の耐雷薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽耐风药,≡ 魔獣の耐風薬G2
Pawprint,Captured,,Selectable,≡ 2级魔兽药粉,≡ ビーストパウダーG2
Pawprint,Captured,,Selectable,≡ 3级魔兽恢复药,≡ ビーストポーションG3
Pawprint,Captured,,Selectable,≡ 3级魔兽药粉,≡ ビーストパウダーG3
Pawprint,Captured,,Selectable,≡ 4级魔兽恢复药,≡ ビーストポーションG4
Pawprint,Captured,,Selectable,≡ 体力腰带,≡ HPベルト
Pawprint,Captured,,Selectable,≡ 冰之牙,≡ 氷の牙
Pawprint,Captured,,Selectable,≡ 力量护臂,≡ パワーアームガード
Pawprint,Captured,,Selectable,≡ 加速腰带,≡ ヘイストベルト
Pawprint,Captured,,Selectable,≡ 原力之盾,≡ フォースシールド
Pawprint,Captured,,Selectable,≡ 反射之书,≡ リフレクの書
Pawprint,Captured,,Selectable,≡ 吸血鬼之牙,≡ 吸血鬼の牙
Pawprint,Captured,,Selectable,≡ 商人上衣,≡ 商人の胴衣
Pawprint,Captured,,Selectable,≡ 商人之眼,≡ 商人の目
Pawprint,Captured,,Selectable,≡ 商人帽子,≡ 商人の帽子
Pawprint,Captured,,Selectable,≡ 商人靴,≡ 商人の靴
Pawprint,Captured,,Selectable,≡ 回唤兽笛,≡ 呼び戻しの笛
Pawprint,Captured,,Selectable,≡ 土之牙,≡ 土の牙
Pawprint,Captured,,Selectable,≡ 土地盾,≡ アースシールド
Pawprint,Captured,,Selectable,≡ 坚守戒指,≡ 堅守の指輪
Pawprint,Captured,,Selectable,≡ 大师盾,≡ マスターシールド
Pawprint,Captured,,Selectable,≡ 天使白衣,≡ 天使の白衣
Pawprint,Captured,,Selectable,≡ 奇仙子莓奶酪,≡ シム・ベリーチーズ
Pawprint,Captured,,Selectable,≡ 奇伞蘑,≡ シム・モリーユ
Pawprint,Captured,,Selectable,≡ 奇农家奶酪,≡ シム・コテージチーズ
Pawprint,Captured,,Selectable,≡ 奇吐司,≡ シム・トースト
Pawprint,Captured,,Selectable,≡ 奇圣水,≡ シム・ホーリーウォーター
Pawprint,Captured,,Selectable,≡ 奇奶油奶酪,≡ シム・クリームチーズ
Pawprint,Captured,,Selectable,≡ 奇山莓,≡ シム・ベリー
Pawprint,Captured,,Selectable,≡ 奇柠檬,≡ シム・レモン
Pawprint,Captured,,Selectable,≡ 奇橙汁,≡ シム・オレンジジュース
Pawprint,Captured,,Selectable,≡ 奇水,≡ シム・ウォーター
Pawprint,Captured,,Selectable,≡ 奇汁液,≡ シム・サップ
Pawprint,Captured,,Selectable,≡ 奇沙蚕,≡ シム・ラグワーム
Pawprint,Captured,,Selectable,≡ 奇洋葱,≡ シム・オニオン
Pawprint,Captured,,Selectable,≡ 奇激昂油,≡ シム・テンションオイル
Pawprint,Captured,,Selectable,≡ 奇激昂液,≡ シム・テンションリキッド
Pawprint,Captured,,Selectable,≡ 奇炸鱼饼,≡ シム・フィッシュボール
Pawprint,Captured,,Selectable,≡ 奇烤串,≡ シム・スキュアー
Pawprint,Captured,,Selectable,≡ 奇牛奶,≡ シム・ミルク
Pawprint,Captured,,Selectable,≡ 奇牛肝菌,≡ シム・ポルチーニ
Pawprint,Captured,,Selectable,≡ 奇牡蛎,≡ シム・オイスター
Pawprint,Captured,,Selectable,≡ 奇狼蛛,≡ シム・タランチュラ
Pawprint,Captured,,Selectable,≡ 奇玉米面包,≡ シム・コーンブレッド
Pawprint,Captured,,Selectable,≡ 奇番茄,≡ シム・トマト
Pawprint,Captured,,Selectable,≡ 奇白松露,≡ シム・ホワイトトリュフ
Pawprint,Captured,,Selectable,≡ 奇白蝎,≡ シム・ホワイトスコーピオン
Pawprint,Captured,,Selectable,≡ 奇百合,≡ シム・リリー
Pawprint,Captured,,Selectable,≡ 奇盐,≡ シム・ソルト
Pawprint,Captured,,Selectable,≡ 奇神仙鱼,≡ シム・エンジェルフィッシュ
Pawprint,Captured,,Selectable,≡ 奇粘液,≡ シム・ミューカス
Pawprint,Captured,,Selectable,≡ 奇糖浆,≡ シム・シロップ
Pawprint,Captured,,Selectable,≡ 奇红壳蛋,≡ シム・レッドエッグ
Pawprint,Captured,,Selectable,≡ 奇肉,≡ シム・ミート
Pawprint,Captured,,Selectable,≡ 奇肉排,≡ シム・ステーキ
Pawprint,Captured,,Selectable,≡ 奇胡萝卜,≡ シム・カロット
Pawprint,Captured,,Selectable,≡ 奇花茶,≡ シム・ハーブティー
Pawprint,Captured,,Selectable,≡ 奇莴苣,≡ シム・レタス
Pawprint,Captured,,Selectable,≡ 奇菠萝汁,≡ シム・パインジュース
Pawprint,Captured,,Selectable,≡ 奇葡萄,≡ シム・グレープ
Pawprint,Captured,,Selectable,≡ 奇葡萄汁,≡ シム・グレープジュース
Pawprint,Captured,,Selectable,≡ 奇蓝纹奶酪,≡ シム・ブルーチーズ
Pawprint,Captured,,Selectable,≡ 奇蘑菇,≡ シム・マッシュルーム
Pawprint,Captured,,Selectable,≡ 奇蛋,≡ シム・エッグ
Pawprint,Captured,,Selectable,≡ 奇蜂巢,≡ シム・ビーハイブ
Pawprint,Captured,,Selectable,≡ 奇蜂蜜,≡ シム・ハニー
Pawprint,Captured,,Selectable,≡ 奇酸奶昔,≡ シム・ラッシー
Pawprint,Captured,,Selectable,≡ 奇颠茄,≡ シム・ベラドンナ
Pawprint,Captured,,Selectable,≡ 奇风茄,≡ シム・マンドレイク
Pawprint,Captured,,Selectable,≡ 奇香橙,≡ シム・オレンジ
Pawprint,Captured,,Selectable,≡ 奇香蕉,≡ シム・バナナ
Pawprint,Captured,,Selectable,≡ 奇高贵鲜血,≡ シム・ノーブルブラッド
Pawprint,Captured,,Selectable,≡ 奇鱼籽,≡ シム・フィッシュエッグ
Pawprint,Captured,,Selectable,≡ 奇鲜血,≡ シム・ブラッド
Pawprint,Captured,,Selectable,≡ 奇鲱鱼,≡ シム・ヘリング
Pawprint,Captured,,Selectable,≡ 奇鲽鱼,≡ シム・フロウンダー
Pawprint,Captured,,Selectable,≡ 奇鳎,≡ シム・ソール
Pawprint,Captured,,Selectable,≡ 奇黄壳蛋,≡ シム・イエローエッグ
Pawprint,Captured,,Selectable,≡ 奇黑松露,≡ シム・ブラックトリュフ
Pawprint,Captured,,Selectable,≡ 奇黑蝎,≡ シム・ブラックスコーピオン
Pawprint,Captured,,Selectable,≡ 女帝飞虫的薄翼发饰,≡ 姫帝羽虫の髪飾り
Pawprint,Captured,,Selectable,≡ 寒冰盾,≡ アイスシールド
Pawprint,Captured,,Selectable,≡ 幻影背心,≡ ファントムベスト
Pawprint,Captured,,Selectable,≡ 忍者手甲,≡ 忍の手甲
Pawprint,Captured,,Selectable,≡ 忍者服,≡ 忍の衣
Pawprint,Captured,,Selectable,≡ 忍者眼带,≡ 忍の眼帯
Pawprint,Captured,,Selectable,≡ 恶魔头盔,≡ デーモンヘルム
Pawprint,Captured,,Selectable,≡ 恶魔铠甲,≡ デーモンアーマー
Pawprint,Captured,,Selectable,≡ 战士圆盾,≡ ウォリアーシールド
Pawprint,Captured,,Selectable,≡ 时之沙,≡ 時の砂
Pawprint,Captured,,Selectable,≡ 星之沙,≡ 星の砂
Pawprint,Captured,,Selectable,≡ 星极上衣,≡ 星極の胴衣
Pawprint,Captured,,Selectable,≡ 星极戒指,≡ 星極の指輪
Pawprint,Captured,,Selectable,≡ 星极手镯,≡ 星極の腕輪
Pawprint,Captured,,Selectable,≡ 替身戒指,≡ 身代わりの指輪
Pawprint,Captured,,Selectable,≡ 死神铠甲,≡ 死神の鎧
Pawprint,Captured,,Selectable,≡ 水之牙,≡ 水の牙
Pawprint,Captured,,Selectable,≡ 水流盾,≡ ウォーターシールド
Pawprint,Captured,,Selectable,≡ 治愈戒指,≡ 癒やしの指輪
Pawprint,Captured,,Selectable,≡ 深红缎带,≡ クリムゾンリボン
Pawprint,Captured,,Selectable,≡ 源氏之护手,≡ 源氏の小手
Pawprint,Captured,,Selectable,≡ 源氏之盾,≡ 源氏の盾
