Plugin,Menu,Section,Type,English,Japanese
BMR,,,Checkbox,"P1 Explosions: have tanks stack on tankbuster (survivable with saves, simplifies uptime)",P1 Explosions：タンク強攻撃をタンク2名で頭割り（軽減で耐えられ、殴りを維持しやすい）
BMR,,,Checkbox,P1 Fall of Faith (cone tethers): odd groups go W (rather than N),P1 Fall of Faith（扇範囲の線）：奇数組は北ではなく西へ移動
BMR,,,Text,P1 Graven Image 2 strategy,P1 Graven Image 2の処理法
BMR,,,Checkbox,P1 Graven Image 3 Static Spots,P1 Graven Image 3：固定配置
BMR,,,Checkbox,P1 Pantokrator: use global priority instead - consider G1 lower-numbered than G2 (so G1 more likely to flex),P1 Pantokrator：個別設定ではなく全体優先度を使用。G1をG2より低い番号として扱い、G1側を調整役にしやすくする
BMR,,,Checkbox,P1 Program Loop: use global priority instead - consider G1 lower-numbered than G2 (so G1 more likely to flex),P1 Program Loop：個別設定ではなく全体優先度を使用。G1をG2より低い番号として扱い、G1側を調整役にしやすくする
BMR,,,Text,P1 TeleTrouncing strategy,P1 TeleTrouncingの処理法
BMR,,,Checkbox,P1: Mark other players' dolls as forbidden,P1：他プレイヤー担当のドールを攻撃禁止対象にする
BMR,,,Checkbox,P2 Diamond Dust: DD go to CCW intercardinal,P2 Diamond Dust：DPSは反時計回り側の斜め方向へ移動
BMR,,,Checkbox,P2 Diamond Dust: supports go to CCW intercardinal,P2 Diamond Dust：サポートは反時計回り側の斜め方向へ移動
BMR,,,Text,P2 Forsaken strategy,P2 Forsakenの処理法
BMR,,,Checkbox,P2 Party Synergy: use global priority instead - consider G1 lower-numbered than G2 (so G1 more likely to flex),P2 Party Synergy：個別設定ではなく全体優先度を使用。G1をG2より低い番号として扱い、G1側を調整役にしやすくする
BMR,,,Checkbox,P2 Sanctity of the Ward (charges): groups relative to DRK (across/behind) rather than absolute (west/east),P2 Sanctity of the Ward（突進）：東西固定ではなく、暗黒騎士基準（反対側／後方）で組を配置
BMR,,,Text,"P2 Sanctity of the Ward (charges): role responsible for balancing groups (if not set, swap with role partner instead)",P2 Sanctity of the Ward（突進）：人数調整を担当するロール（未指定なら同ロールの相方と入れ替え）
BMR,,,Checkbox,P2 Sanctity of the Ward (meteors): automatically use knockback immunity if needed,P2 Sanctity of the Ward（メテオ）：必要に応じてノックバック無効を自動使用
BMR,,,Checkbox,"P2 Sanctity of the Ward (meteors): force preferred cardinals even for 120-degree pattern (simpler swaps, but trickier movement)",P2 Sanctity of the Ward（メテオ）：120度配置でも優先方角を固定（入れ替えは簡単になるが移動は難しくなる）
BMR,,,Text,P2 Sanctity of the Ward (meteors): inner tower assignment strategy,P2 Sanctity of the Ward（メテオ）：内側の塔の割り当て方式
BMR,,,Text,P2 Sanctity of the Ward (meteors): outer tower assignment strategy,P2 Sanctity of the Ward（メテオ）：外側の塔の割り当て方式
BMR,,,Text,P2 Sanctity of the Ward (meteors): preferred cardinals for prey targets,P2 Sanctity of the Ward（メテオ）：対象者の優先方角
BMR,,,Text,P2 Sanctity of the Ward (meteors): swap direction if both prey targets are on wrong cardinals,P2 Sanctity of the Ward（メテオ）：対象2名とも希望と違う方角なら入れ替える方向
BMR,,,Checkbox,P3 Apocalypse: ignore swaps and use initial static positions for spreads,P3 Apocalypse：入れ替えを無視し、最初の固定位置で散開
BMR,,,Checkbox,"P3 Apocalypse: uptime swaps (only consider swaps within prio 1/2 and 3/4, assuming these are melee and ranged)",P3 Apocalypse：殴り優先の入れ替え（優先度1／2間と3／4間のみ。近接／遠隔として扱う）
BMR,,,Checkbox,"P3 Dive from Grace: look west for arrows rather than east (so forward arrow takes E spot, backward arrow takes W spot)",P3 Dive from Grace：矢印判定は東ではなく西を見る（前矢印は東、後ろ矢印は西を担当）
BMR,,,Checkbox,P3 enumeration towers: prefer flexing to CCW tower (rather than to CW),P3 人数塔：時計回り側ではなく反時計回り側の塔への調整を優先
BMR,,,Checkbox,P3 Monitors: automatically face correct direction before mechanic resolves,P3 Monitors：ギミック発動前に正しい方向へ自動で向く
BMR,,,Text,P6 Mortal Vow pass order,P6 Mortal Vowの受け渡し順
BMR,,,Selectable,"Pairwise: N <-> E, S <-> W",ペア交換：北↔東、南↔西
BMR,,,Selectable,"Pairwise: N <-> W, S <-> E",ペア交換：北↔西、南↔東
BMR,,,Text,Preferred auto-assigned role,自動割り当てで優先するロール
BMR,,,Selectable,"Prey targets both use common opposite direction, if it gives better angle; players in all quadrants use same direction",角度が良くなる場合、対象2名は共通の反対方向を使用。全ての象限で同じ方向を使用
BMR,,,Selectable,"Prey targets both use common opposite direction, if it gives better angle; players in quadrants without prey targets still use preferred direction",角度が良くなる場合、対象2名は共通の反対方向を使用。対象者がいない象限は優先方向を使用
BMR,,,Text/Selectable,Prey targets use whatever direction gives the best angle; players in quadrants without prey targets still use preferred direction,対象者は最も角度が良い方向を使用。対象者がいない象限は優先方向を使用
BMR,,,Checkbox,Prioritize opening coffers over Cairn of Passage,転移の石塔より宝箱を開けることを優先
BMR,,,Text,Protomander of Safety,Protomander of Safety
BMR,,,Text,Protomander of Serenity,Protomander of Serenity
BMR,,,Text,R1,R1
BMR,,,Text,R2,R2
BMR,,,Selectable,Ranged,遠隔DPS
BMR,,,Selectable,Rear,背面
BMR,,,Checkbox,Record and store server packets in the replay,サーバーパケットをリプレイへ記録・保存
BMR,,,Text,Replication 1 strategy,Replication 1の処理法
BMR,,,Text,Replication 2 strategy,Replication 2の処理法
BMR,,,Checkbox,Reveal all rooms before proceeding to next floor,次の階層へ進む前に全ての部屋を探索
BMR,,,Text,Revolutionary/Eminent Reign positioning hints,Revolutionary／Eminent Reignの立ち位置ヒント
BMR,,,Text,Select which strat to use for hints,ヒントに使用する処理法を選択
BMR,,,Checkbox,Show all spotlight positions of different order,自分と異なる順番のスポットライト位置を全て表示
BMR,,,Checkbox,Show all spotlight positions of same order,自分と同じ順番のスポットライト位置を全て表示
BMR,,,Checkbox,Show auto farm window,自動周回ウィンドウを表示
BMR,,,Selectable,Show both safespots for current role,現在のロール用の安置を2か所とも表示
BMR,,,Checkbox,Show chat alert when a duty with no module is entered or recorded,対応モジュールのないコンテンツへ入った時／記録した時にチャットで通知
BMR,,,Checkbox,Show Deep Varial cleave early,Deep Varialの扇範囲を早めに表示
BMR,,,Checkbox,Show fixed location for Mistral Song 2,Mistral Song 2の固定位置を表示
BMR,,,Checkbox,Show Hell In A Cell tower order (North CW / Hector),Hell In A Cellの塔順（北から時計回り／Hector）を表示
BMR,,,Checkbox,Show Lindwurm's Portent positional hints based on towers taken,担当した塔に基づいてLindwurm's Portentの方向指定ヒントを表示
BMR,,,Checkbox,Show occupied tiles on radar,使用中のマスをレーダーに表示
BMR,,,Checkbox,Show platform numbers,足場番号を表示
BMR,,,Checkbox,Show replay management UI,リプレイ管理画面を表示
BMR,,,Checkbox,Show Rinon/Toxic Friends tower spots for Lone Wolf's Lament,Lone Wolf's LamentでRinon／Toxic Friends式の塔位置を表示
BMR,,,Checkbox,Show spots for Double/Reverse Alley-Oop,Double／Reverse Alley-Oopの立ち位置を表示
BMR,,,Checkbox,Show spots for Flame Alley-Oop,Flame Alley-Oopの立ち位置を表示
BMR,,,Checkbox,Show spots for Flame Floater,Flame Floaterの立ち位置を表示
BMR,,,Checkbox,Show static Aetherletting positions (NA / Hector),Aetherlettingの固定位置（NA／Hector）を表示
BMR,,,Checkbox,"Snake 2: use cardinal priorities (G1 N/W, PF strat) instead of ordering (G1 first safe CCW from NW, Hector strat)",Snake 2：順番方式（G1は北西から反時計回りで最初の安置／Hector式）ではなく、方角優先（G1北／西・PT募集式）を使用
BMR,,,Selectable,South (Aether),南（Aether）
BMR,,,Selectable,Southernmost pair (LPDU),最も南側のペア（LPDU）
BMR,,,Text,Stack!,頭割り！
BMR,,,Selectable,"Stacks N, spreads S",頭割りは北、散開は南
BMR,,,Selectable,"Stacks S, spreads N",頭割りは南、散開は北
BMR,,,Selectable,Static,固定
BMR,,,Text,Sugar Riot,Sugar Riot
BMR,,,Selectable,Supports,サポート（タンク／ヒーラー）
BMR,,,Selectable,"Supports CCW, DD CW",サポートは反時計回り、DPSは時計回り
BMR,,,Text/Selectable,"Supports CW from N, look for first matching person in final spot",サポートは北から時計回りに確認し、最終位置が一致する最初の相手と組む
BMR,,,Selectable,"Supports CW, DD CCW",サポートは時計回り、DPSは反時計回り
BMR,,,Selectable,Take turns at cardinals (1 W/E),十字方向を交互に担当（1は西／東）
BMR,,,Selectable,Tank,タンク
BMR,,,Text,Tankbuster cleave,タンク強攻撃の扇範囲
BMR,,,Text,"Target everything if not at level cap, otherwise stop when passage opens",レベル上限未満なら全ての敵を対象。上限到達後は転移の石塔が開いた時点で戦闘停止
BMR,,,Text/Selectable,"Third-party contributed module that wasn't verified by the plugin author; might be working fine, might have any sorts of inconsistencies with other modules - YMMV.",作者が動作確認していない外部提供モジュール。正常に動く場合もありますが、他モジュールと挙動が異なる可能性があります。利用は自己責任です。
BMR,,,Text,This feature is disabled in parties.,この機能はPT中は無効です。
BMR,,,Checkbox,Try to avoid traps,罠をできるだけ回避
BMR,,,Checkbox,Try to use terrain to LOS attacks,地形で敵の視線を切って攻撃を回避
BMR,,,Selectable,Uptime Graven Image 2,Graven Image 2 殴り優先処理
BMR,,,Text,WARNING: This feature is very experimental and most likely will contain bugs or unintended behavior.,警告：この機能は非常に実験的で、不具合や意図しない動作が発生する可能性が高いです。
BMR,,,Text/Tooltip,"When enabled, Automovement will use the positional currently requested by RotationSolverReborn over IPC",有効にすると、自動移動はIPC経由でRotationSolverRebornが現在要求している方向指定位置を使用します。
BMR,,,Selectable,Work in progress; might be incomplete or have severe bugs.,開発中。未完成または重大な不具合がある可能性があります。
BMR,,,Text,Yan P1,Yan P1
BMR,,,Text,Yan P3,Yan P3
BMR,,,Text,Yan P4,Yan P4
BMR,,,Button,#####up0,#####up0
BMR,,,Button,#####up1,#####up1
BMR,,,Button,#####up10,#####up10
BMR,,,Button,#####up11,#####up11
BMR,,,Button,#####up12,#####up12
BMR,,,Button,#####up13,#####up13
BMR,,,Button,#####up14,#####up14
BMR,,,Button,#####up15,#####up15
BMR,,,Button,#####up2,#####up2
BMR,,,Button,#####up3,#####up3
BMR,,,Button,#####up4,#####up4
BMR,,,Button,#####up5,#####up5
BMR,,,Button,#####up6,#####up6
BMR,,,Button,#####up7,#####up7
BMR,,,Button,#####up8,#####up8
BMR,,,Button,#####up9,#####up9
BMR,,,Button,#####down0,#####down0
BMR,,,Button,#####down1,#####down1
BMR,,,Button,#####down10,#####down10
BMR,,,Button,#####down11,#####down11
BMR,,,Button,#####down12,#####down12
BMR,,,Button,#####down13,#####down13
BMR,,,Button,#####down14,#####down14
BMR,,,Button,#####down15,#####down15
BMR,,,Button,#####down2,#####down2
BMR,,,Button,#####down3,#####down3
BMR,,,Button,#####down4,#####down4
BMR,,,Button,#####down5,#####down5
BMR,,,Button,#####down6,#####down6
BMR,,,Button,#####down7,#####down7
BMR,,,Button,#####down8,#####down8
BMR,,,Button,#####down9,#####down9
BMR,,,Button,#####Order for Double/Reverse Alley-Oop (boss relative)open,#####Order for Double/Reverse Alley-Oop (boss relative)open
BMR,,,Button,#####P1 Bound of Faith (light party tethers): group assignments & flex priority (lower number flexes)open,#####P1 Bound of Faith (light party tethers): group assignments & flex priority (lower number flexes)open
BMR,,,Button,#####P1 Cyclonic Break (proteans): bait clock spots (supports should be near dd to resolve pairs)open,#####P1 Cyclonic Break (proteans): bait clock spots (supports should be near dd to resolve pairs)open
BMR,,,Button,#####P1 Explosions: tower fill priority (lower number goes north)open,#####P1 Explosions: tower fill priority (lower number goes north)open
BMR,,,Button,#####P1 Fall of Faith (cone tethers): conga priority (two people without tethers with lower priorities join odd group)open,#####P1 Fall of Faith (cone tethers): conga priority (two people without tethers with lower priorities join odd group)open
BMR,,,Button,"#####P1 Pantokrator: assignments (G1 N, G2 S, adjust CW by default, in case of conflict 'lower' number flexes)open","#####P1 Pantokrator: assignments (G1 N, G2 S, adjust CW by default, in case of conflict 'lower' number flexes)open"
BMR,,,Button,"#####P1 Program Loop: assignments (G1 CW from NW, G2 CCW by default, in case of conflict 'lower' number flexes)open","#####P1 Program Loop: assignments (G1 CW from NW, G2 CCW by default, in case of conflict 'lower' number flexes)open"
BMR,,,Button,#####P1 Utopian Sky: initial clock spots (MT should be near OT to resolve tankbuster)open,#####P1 Utopian Sky: initial clock spots (MT should be near OT to resolve tankbuster)open
BMR,,,Button,"#####P1 Utopian Sky: spread spots (G1 CCW from N, G2 CW from NE)open","#####P1 Utopian Sky: spread spots (G1 CCW from N, G2 CW from NE)open"
BMR,,,Button,#####P1: Doll assignments (middle tornado = relative south)open,#####P1: Doll assignments (middle tornado = relative south)open
BMR,,,Button,#####P2 Banish after Light Rampant: spread clock spots (supports should be near dd to resolve pairs)open,#####P2 Banish after Light Rampant: spread clock spots (supports should be near dd to resolve pairs)open
BMR,,,Button,#####P2 Diamond Dust: cardinal assignmentsopen,#####P2 Diamond Dust: cardinal assignmentsopen
BMR,,,Button,"#####P2 Intermission: clock spots (cardinals prioritize their crystals, intercardinals bait)open","#####P2 Intermission: clock spots (cardinals prioritize their crystals, intercardinals bait)open"
BMR,,,Button,"#####P2 Light Rampant: conga spots (lower numbers to the west, assume CW rotation)open","#####P2 Light Rampant: conga spots (lower numbers to the west, assume CW rotation)open"
BMR,,,Button,#####P2 Mirror Mirror: spread spots for first proteans (looking from boss toward blue mirror)open,#####P2 Mirror Mirror: spread spots for first proteans (looking from boss toward blue mirror)open
BMR,,,Button,"#####P2 Mirror Mirror: spread spots for second proteans (looking toward red mirror, if both red mirrors are symmetrical assume CW rotation)open","#####P2 Mirror Mirror: spread spots for second proteans (looking toward red mirror, if both red mirrors are symmetrical assume CW rotation)open"
BMR,,,Button,"#####P2 Party Synergy: assignments (G1 left, G2 right if looking at eye, in case of conflict 'lower' number flexes)open","#####P2 Party Synergy: assignments (G1 left, G2 right if looking at eye, in case of conflict 'lower' number flexes)open"
BMR,,,Button,#####P2 Sanctity of the Ward (charges): group assignmentsopen,#####P2 Sanctity of the Ward (charges): group assignmentsopen
BMR,,,Button,#####P2 Sanctity of the Ward (meteors): pair assignmentsopen,#####P2 Sanctity of the Ward (meteors): pair assignmentsopen
BMR,,,Button,#####P2: nisi pair assignmentsopen,#####P2: nisi pair assignmentsopen
BMR,,,Button,"#####P3 Apocalypse: assignments (G1 CCW from N, G2 CW from NE, in case of conflict 'lower' number flexes)open","#####P3 Apocalypse: assignments (G1 CCW from N, G2 CW from NE, in case of conflict 'lower' number flexes)open"
BMR,,,Button,#####P3 enumeration towers: assignmentsopen,#####P3 enumeration towers: assignmentsopen
BMR,,,Button,"#####P3 Heavensfall Trio: tower priority, CW starting from naelopen","#####P3 Heavensfall Trio: tower priority, CW starting from naelopen"
BMR,,,Button,"#####P3 Intermission: spread/stack spot assignments, from West to Eastopen","#####P3 Intermission: spread/stack spot assignments, from West to Eastopen"
BMR,,,Button,"#####P3 Monitors: priority, from North to Southopen","#####P3 Monitors: priority, from North to Southopen"
BMR,,,Button,"#####P3 Quickmarch/Heavensfall Trio: safespot assignments (assuming bahamut is relative north/up, group L goes left; L1/R1 closest to bosses)open","#####P3 Quickmarch/Heavensfall Trio: safespot assignments (assuming bahamut is relative north/up, group L goes left; L1/R1 closest to bosses)open"
BMR,,,Button,#####P3 Ultimate Relativity: spot assignments (lower number goes NW/SW)open,#####P3 Ultimate Relativity: spot assignments (lower number goes NW/SW)open
BMR,,,Button,#####P4 Crystallize Time: assignments for claws (lower prio goes west)open,#####P4 Crystallize Time: assignments for claws (lower prio goes west)open
BMR,,,Button,"#####P4 Darklit Dragonsong: assignments (lower prio stays more clockwise, lowest prio support takes N tower)open","#####P4 Darklit Dragonsong: assignments (lower prio stays more clockwise, lowest prio support takes N tower)open"
BMR,,,Button,"#####P4 Wave Cannon: priority, from North to South (assuming south flex)open","#####P4 Wave Cannon: priority, from North to South (assuming south flex)open"
BMR,,,Button,#####P5 Polarizing Strikes: bait orderopen,#####P5 Polarizing Strikes: bait orderopen
BMR,,,Button,#####Snake 1: assignmentsopen,#####Snake 1: assignmentsopen
BMR,,,Button,#####Snake 2: assignmentsopen,#####Snake 2: assignmentsopen
BMR,Action tweaks,,Source/Config,Action tweaks,アクション調整
BMR,Action tweaks,,Checkbox,Align Aetherial Shift with camera direction,エーテリアルシフトをカメラ方向に合わせる
BMR,Action tweaks,,Checkbox,Align En Avant with camera direction,アン・アヴァンをカメラ方向に合わせる
BMR,Action tweaks,,Checkbox,Align Hell's Egress/Ingress with camera direction,ヘルズイーグレス／ヘルズイングレスをカメラ方向に合わせる
BMR,Action tweaks,,Checkbox,Align Smudge with camera direction,スマッジをカメラ方向に合わせる
BMR,Action tweaks,,Source/Config,Allow forbidding targets,攻撃禁止対象の指定を許可
BMR,Action tweaks,,Selectable/Source,Alt,Alt
BMR,Action tweaks,,Source/ActionTweaksConfig,Animation lock max. simulated delay (read tooltip!),アニメーションロックの最大疑似遅延（ツールチップ要確認）
BMR,Action tweaks,,Checkbox/Source,"Apply to all dashes, not just gap closers",接近技だけでなく全てのダッシュに適用
BMR,Action tweaks,,Source/ActionTweaksConfig,Auto misdirection: prevent movement under misdirection if angle between normal movement and misdirected is greater than this threshold (set to 180 to disable).,ミスディレクション自動対策：通常移動方向と誤誘導後の方向差がこの角度を超える場合は移動を防止（180で無効）
BMR,Action tweaks,,Checkbox,Auto use Peloton when moving out of combat,非戦闘時の移動中にプロトンを自動使用
BMR,Action tweaks,,Source/Config,Automatic out-of-combat utility actions,非戦闘時の自動ユーティリティ
BMR,Action tweaks,,Text/Source,Automatic target selection for ground-targeted abilities,グラウンドターゲットアクションの対象を自動選択
