Plugin,Menu,Section,Type,English,Japanese
RSR,Actions,,,Configure abilities and custom conditions for your current job.,現在のジョブのアビリティとカスタム条件を設定
RSR,DNC,,,Rotation specific configs.,ローテーション固有設定
RSR,Auto,Action Usage and Control,,Which actions RSR can use,RSRが使用できるアクション
RSR,Auto,Action Usage and Control,,What kind of AoE moves to use.,使用する範囲攻撃の種類
RSR,Basic,Timer,,Action Ahead (Percent of your GCD time remaining on a GCD cycle before RSR will try to queue the next GCD),先行入力（次のGCDを予約し始める残りGCD時間の割合）
RSR,Auto,Action Usage and Control,,Intercepted action execution window (amount of time RSR is allowed to attempt to use an action after it has been intercepted),割り込みアクション実行猶予（割り込み後にRSRが実行を試みる時間）
RSR,Auto,Action Usage and Control,,Melee Ranged action usage offset,近接ジョブの遠隔攻撃使用距離補正
RSR,Auto,Action Usage and Control,,Allow rotations that use this config to use abilities defined in the rotation as burst,この設定を使うローテーションで、Burst指定アビリティの使用を許可
RSR,Auto,Action Usage and Control,,Only used automatically if coded into the rotation,ローテーション側で指定されている場合のみ自動使用
RSR,Auto,Action Usage and Control,,"Automatically use Anti-Knockback role actions (Arms Length, Surecast)",ノックバック無効化ロールアクション（アームズレングス／堅実魔）を自動使用
RSR,Auto,Action Usage and Control,,Use interrupt abilities if possible.,可能なら詠唱中断アクションを使用
RSR,Auto,Action Usage and Control,,Use damaging gap closer abilites if the distance to your target is less than this.,対象との距離がこの値未満なら、ダメージ付き接近アビリティを使用
RSR,Auto,Action Usage and Control,,Provoke anything not on the no provoke list.,挑発禁止リスト以外の対象を挑発
RSR,Auto,Action Usage and Control,,Don't attack new mobs by AoE.,範囲攻撃で未交戦の敵を巻き込まない
RSR,Auto,Action Usage and Control,,Ignore status application against mobs that are status capped.,ステータス付与上限の敵にはステータス付与を行わない
RSR,DNC,Configuration,,Prevent the use of defense abilties during burst,Burst中は防御アビリティを使用しない
RSR,Auto,Action Usage and Control,,Change how RSR automatically uses actions,RSRの自動アクション使用方法を変更
RSR,Basic,Others,,Make /rotation Auto a toggle command. (Normal behavior cycles between targeting settings),/rotation Auto をON/OFF切替コマンドにする（通常はターゲット設定を順番に切替）
RSR,Basic,Others,,Make /rotation Manual a toggle command.,/rotation Manual をON/OFF切替コマンドにする
RSR,Main,State Macros,,"Start the addon in Auto mode. When out of combat or when combat starts, switches the target according to the set condition.  Optionally: You can add the target type to the end of the command you want RSR to do. For example: /rotation Auto Big",Autoモードで開始。非戦闘時または戦闘開始時に設定条件でターゲットを切り替える。必要ならコマンド末尾にターゲット種類を指定可能。例: /rotation Auto Big
RSR,Main,State Macros,,Start the addon in Manual mode. You need to choose the target manually. This will bypass any engage settings that you have set up and will start attacking immediately once something is targeted.,Manualモードで開始。ターゲットは手動選択。交戦設定を無視し、対象を選ぶとすぐ攻撃を開始する。
RSR,Main,State Macros,,Start in Target-Only mode. RSR will auto-select targets per normal logic but will not perform any actions.,Target-Onlyモードで開始。通常ロジックで自動ターゲットするが、アクションは実行しない。
RSR,Main,State Macros,,Stop the addon. Always remember to turn it off when it is not in use!,RSRを停止。使用しない時は必ずOFFにする。
RSR,Main,State Macros,,Do the next action.,次のアクションを実行
RSR,Main,State Macros,,Open a window to burst.,Burst用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to do not use the casting action.,詠唱アクションを使わない一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to move back.,後退用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to move forward.,前進用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to speed up.,加速用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to use AoE defense.,範囲防御用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to use AoE heal.,範囲回復用の一時ウィンドウを開く
RSR,Main,State Macros,,"Open a window to use Esuna, tank stance actions or True North.",エスナ／タンクスタンス／トゥルーノース用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to use knockback immunity actions.,ノックバック無効化用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to use Raise or Shirk.,蘇生／シャーク用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to use single defense.,単体防御用の一時ウィンドウを開く
RSR,Main,State Macros,,Open a window to use single heal.,単体回復用の一時ウィンドウを開く
RSR,Main,State Macros,,To end this special duration before the set time.,設定時間より前に特殊状態を終了
RSR,Basic,Timer,,The duration of special windows opened by /rotation commands by default.,/rotation コマンドで開く特殊ウィンドウの既定継続時間
RSR,Auto,Healing Usage and Control,,How RSR should use healing abilities,RSRの回復アビリティ使用方法
RSR,Auto,Healing Usage and Control,,Heal and raise Party NPCs.,PT NPCを回復・蘇生
RSR,Auto,Healing Usage and Control,,Heal solo instance NPCs (Only enable as needed),ソロコンテンツのNPCを回復（必要時のみ有効化）
RSR,Auto,Healing Usage and Control,,Heal party members when not in combat.,非戦闘時もPTメンバーを回復
RSR,Auto,Healing Usage and Control,,Heal self first if your HP is lower than this.,自分のHPがこの値未満なら自分を優先して回復
RSR,Auto,Healing Usage and Control,,Heal healer first if their HP is lower than this.,ヒーラーのHPがこの値未満ならヒーラーを優先して回復
RSR,Auto,Healing Usage and Control,,Heal tank first if their HP is lower than this.,タンクのHPがこの値未満ならタンクを優先して回復
RSR,Auto,Healing Usage and Control,,Only heal self when not a Healer,ヒーラー以外では自分だけ回復
RSR,Auto,Healing Usage and Control,,Only use healing abilities as a non-healer if there are no living healers in the party.,非ヒーラー時、PTに生存ヒーラーがいない場合のみ回復アビリティを使用
RSR,Auto,Healing Usage and Control,,MP threshold under which to use Lucid Dreaming,ルーシッドドリームを使用するMPしきい値
RSR,Auto,Healing Usage and Control,,Hard cast Raise logic,迅速魔なし蘇生の設定
RSR,Auto,Healing Usage and Control,,How early before next GCD should RSR use swiftcast for raise,次のGCDよりどれだけ早く蘇生用迅速魔を使うか
RSR,Auto,Healing Usage and Control,,Never raise player if MP is less than this,MPがこの値未満なら蘇生しない
RSR,Auto,Healing Usage and Control,,Raise styles,蘇生方式
RSR,Auto,Healing Usage and Control,,Raise player by using Swiftcast/Dualcast if available,使用可能なら迅速魔／連続魔で蘇生
RSR,Auto,Healing Usage and Control,,Prioritize raising dead players over Healing/Defense.,回復／防御より蘇生を優先
RSR,Auto,Healing Usage and Control,,Raise players that have the Brink of Death debuff,衰弱［強］のプレイヤーも蘇生対象にする
RSR,Auto,Healing Usage and Control,,Raise Red Mage and Summoners first if no Tanks or Healers are dead,タンク／ヒーラーに死亡者がいなければ赤魔道士・召喚士を優先して蘇生
RSR,Auto,Healing Usage and Control,,Random delay range for resurrecting players.,蘇生時のランダム遅延範囲
RSR,Auto,Healing Usage and Control,,Random delay range for dispelling statuses.,状態異常解除時のランダム遅延範囲
RSR,Auto,Healing Usage and Control,,Cleanse all dispellable debuffs regardless of healing.,回復設定に関係なく解除可能なデバフをすべて解除
RSR,Duty,,,Duty specific settings.,コンテンツ固有設定
RSR,Extra,Event,,Duty Start: ,コンテンツ開始: 
RSR,Extra,Event,,Duty End: ,コンテンツ終了: 
RSR,AutoDuty,,,Below are plugins used by Autoduty and their current states,AutoDutyが使用するプラグインと現在の状態
RSR,AutoDuty,,,"While the RSR Team has made effort to make RSR compatible with Autoduty, please keep in mind that RSR is not designed with botting in mind.",RSRはAutoDutyとの互換性に配慮されていますが、自動周回用途を前提に設計されたものではありません。
RSR,UI,Information,,Show tooltips,ツールチップを表示
RSR,UI,Information,,Show Original Cooldown,元のクールダウン表示を使用
RSR,UI,Information,,Always Show Cooldowns,クールダウンを常に表示
RSR,UI,Information,,Display do action feedback on toast,アクション実行結果をトースト表示
RSR,UI,Information,,Display plugin status in toast popup,プラグイン状態をトースト表示
RSR,UI,Information,,Enable changelog window popup on update,更新時に変更履歴ウィンドウを表示
RSR,UI,Information,,Show random usage hints at top of configuration window,設定画面上部にランダムな使用ヒントを表示
RSR,UI,Information,,Show toggled setting and new value in chat.,切り替えた設定名と新しい値をチャットに表示
RSR,UI,Information,,Hide all warnings,すべての警告を非表示
RSR,UI,Windows,,Lock Control Window,操作ウィンドウを固定
RSR,UI,Windows,,Only show these windows if there are enemies or in duty,敵がいる時またはコンテンツ中のみこれらのウィンドウを表示
RSR,UI,Windows,,Show Action Context Menu Enable/Disable toggle,アクション右クリックメニューに有効／無効切替を表示
RSR,UI,Windows,,Show Intercepted Action Window,割り込みアクションウィンドウを表示
RSR,Extra,Others,,Enable RSR click counter in main menu,メインメニューにRSRクリック回数を表示
RSR,List,Statuses,,Attacks the target first if it has one of these statuses,これらのステータスがある対象を優先攻撃
RSR,List,Statuses,,Ignores target if it has one of these statuses,これらのステータスがある対象を無視
RSR,List,Statuses,,Do not take action if you have one of these debuffs,自分にこれらのデバフがある間は行動しない
RSR,List,Statuses,,Dispellable debuffs list,解除対象デバフ一覧
RSR,List,Map-specific settings,,Enemies that will never be provoked,挑発しない敵一覧
RSR,List,Map-specific settings,,Enemies that will never be targeted,ターゲットしない敵一覧
RSR,Actions,,,Stop casting or taking actions if the enemy is casting this ability,敵がこのアクションを詠唱中は詠唱・行動を停止
RSR,Actions,,,Use AoE damage mitigation abilities if the target is casting any of these actions,対象がこれらを詠唱中なら範囲軽減を使用
RSR,Actions,,,Use knockback prevention abilities if the target is casting any of these actions,対象がこれらを詠唱中ならノックバック無効化を使用
RSR,Actions,,,Use tank personal damage mitigation abilities if the target is casting any of these actions,対象がこれらを詠唱中ならタンク個人軽減を使用
RSR,Actions,,,Record AOE actions,範囲攻撃を記録
RSR,Actions,,,Record knockback actions,ノックバック攻撃を記録
RSR,,,,BMR Integration Enabled,BMR連携を有効化
RSR,Auto,Action Usage and Control,,Use BMR intergration to verify safety of movement actions/actions that cause movement for automatic usage. (Experimental),自動使用時、移動アクション／移動を伴うアクションの安全性をBMR連携で確認（実験的）
RSR,Auto,Action Usage and Control,,Use BMR intergration to verify safety of movement actions/actions that cause movement for intercepted usage. (Experimental),割り込み使用時、移動アクション／移動を伴うアクションの安全性をBMR連携で確認（実験的）
RSR,Target,Hostile,,Nearest,最も近い敵
RSR,Target,Hostile,,Manual,手動ターゲット
RSR,Target,Hostile,,Highest Max HP,最大HPが最も高い敵
RSR,Target,Hostile,,Previously Engaged,以前に攻撃した敵
RSR,Target,Hostile,,Current Target,現在のターゲット
RSR,Target,Configuration,,Operating Mode,動作モード
RSR,Target,Hostile,,Targeting Type,ターゲット選択方式
RSR,Target,Configuration,,Configuration,設定
RSR,Target,Hostile,,Hostile,敵対対象
RSR,Target,Hostile,,Friendly,友好的対象
RSR,Auto,,,Auto,自動
RSR,Main,State Macros,,TargetOnly,ターゲットのみ
RSR,Main,,,Main,メイン
RSR,Actions,,,Actions,アクション
RSR,List,,,List,リスト
RSR,Basic,,,Basic,基本
RSR,UI,,,UI,UI
RSR,Target,,,Target,ターゲット
RSR,Duty,,,Duty,コンテンツ
RSR,Extra,,,Extra,その他
RSR,Debug,,,Debug,デバッグ
RSR,Target,Hostile,,Big,大型対象
RSR,Target,Hostile,,Small,小型対象
RSR,Target,Hostile,,HighHP,現在HPが高い敵
RSR,Target,Hostile,,LowHP,現在HPが低い敵
RSR,Target,Hostile,,HighHPPercent,HP割合が高い敵
RSR,Target,Hostile,,LowHPPercent,HP割合が低い敵
RSR,Target,Hostile,,HighMaxHP,最大HPが高い敵
RSR,Target,Hostile,,LowMaxHP,最大HPが低い敵
RSR,Target,Hostile,,Farthest,最も遠い敵
RSR,Target,Hostile,,PvPHealers,PvP：ヒーラー優先
RSR,Target,Hostile,,PvPTanks,PvP：タンク優先
RSR,Target,Hostile,,PvPDPS,PvP：DPS優先
RSR,Main,Action and Setting Macros,,Action and Setting Macros,アクション・設定マクロ
RSR,Main,Compatibility,,Compatibility,互換性
RSR,Main,Compatibility,,Disable Wrath Combo,Wrath Comboを無効化
RSR,Actions,,,GCD-Attack,GCD攻撃
RSR,Actions,,,GCD-Friendly,GCD支援
RSR,Actions,,,oGCD-Attack,oGCD攻撃
RSR,Actions,,,oGCD-Friendly,oGCD支援
RSR,Actions,,,Item,アイテム
RSR,Main,Links,,Links,リンク
RSR,Main,Many thanks to Ko-fi sponsors.,,Many thanks to Ko-fi sponsors.,Ko-fiスポンサーの皆様に感謝
RSR,Main,Links,,Open First Start Tutorial,初回チュートリアルを開く
RSR,Actions,,,Role Action,ロールアクション
RSR,Main,State Macros,,State Macros,状態マクロ
RSR,Actions,,,System Action,システムアクション
RSR,Main,,,Analyzes PvE combat information in every frame and finds the best action.,毎フレームPvE戦闘情報を解析し、最適なアクションを選択します。
RSR,Main,Compatibility,,Click to view plugin compatibility information. Right-click to dismiss warning.,プラグインの互換性情報を表示します。右クリックで警告を閉じます。
RSR,Actions,,,"Used to customize when RSR uses specific actions automatically. Click on an action's icon in the left list. Below, you may set the conditions for when that specific action is used. Each action can have different conditions to override the default rotation behavior.",RSRが特定のアクションを自動使用する条件を設定します。左の一覧からアクションのアイコンを選び、そのアクション専用の使用条件を設定できます。設定した条件は通常のローテーション動作より優先されます。
RSR,Main,Links,,"This includes almost all information available in one combat frame, including the status of all party members, hostile target statuses, skill cooldowns, MP and HP of characters, character locations, hostile target casting status, combo state, combat duration, player level, etc.It will then highlight the best action on the hotbar, or help you click it.",1フレーム内で取得できる戦闘情報（PTメンバーの状態、敵のステータス、スキルのリキャスト、HP／MP、位置、敵の詠唱、コンボ状態、戦闘時間、レベルなど）を解析します。その結果から最適なアクションをホットバー上で強調表示し、必要に応じて実行を補助します。
RSR,Main,Links,,"This is designed for GENERAL COMBAT, not for Savage or Ultimate content. Use it carefully! While not designed specifically for Savage or Ultimate content RSR works fine in them, but it will not solve mechanics for you. Pay attention and use macros.",これは一般戦闘向けに設計されており、零式・絶専用ではありません。零式や絶でも動作しますが、ギミックを自動攻略するものではありません。状況を確認し、必要に応じてマクロを使用してください。
RSR,DNC,Configuration,, Defense Area Ability, 範囲防御アビリティ
RSR,DNC,Configuration,, Heal Area Ability, 範囲回復アビリティ
RSR,DNC,Configuration,, Move Forward Ability, 前進アビリティ
RSR,DNC,Configuration,, Speed Ability, 移動速度アビリティ
RSR,Target,Configuration,,/rotation Cycle behaviour,/rotation Cycle の動作
RSR,Auto,Action Usage and Control,,Action Usage and Control,アクション使用・制御
RSR,Actions,,,Add Action,アクションを追加
RSR,List,Map-specific settings,,Add beneficial AoE location,有利な範囲効果位置を追加
RSR,Extra,Event,,Add Events,イベントを追加
RSR,AutoDuty,,,Add Plugin,プラグインを追加
RSR,AutoDuty,,,Add Repo,リポジトリを追加
RSR,Duty,Alliance Raid,,Alliance Raid,アライアンスレイド
RSR,Duty,PvP,,Allow Sprint when no target is set even if youre in range of hostiles (Experimental).,敵の近くでもターゲット未選択時はスプリントを許可（実験的）
RSR,AutoDuty,,,AntiAfkKick is not enabled,AntiAfkKick は無効です
RSR,Auto,Auto Switch,,Auto Switch,自動切替
RSR,Auto,Auto Switch,,Auto turn off when dead in PvE.,PvEで死亡したら自動OFF
RSR,Auto,Auto Switch,,Auto turn off when dead in PvP.,PvPで死亡したら自動OFF
RSR,Auto,Auto Switch,,Auto turn off when duty is completed.,コンテンツ完了時に自動OFF
RSR,Auto,Auto Switch,,Auto turn off when PvP match ends.,PvP終了時に自動OFF
RSR,Auto,Auto Switch,,Auto turn off when switching jobs,ジョブ変更時に自動OFF
RSR,Auto,Auto Switch,,Auto turn on when PvP match starts.,PvP開始時に自動ON
RSR,AutoDuty,,,AutoDuty is installed and enabled,AutoDuty は導入済み・有効
RSR,AutoDuty,,,AutoRetainer is installed and enabled,AutoRetainer は導入済み・有効
RSR,AutoDuty,,,Avarice is not enabled,Avarice は無効です
RSR,Extra,Internal,,Backup Configs,設定をバックアップ
RSR,AutoDuty,,,Boss Mod is installed and enabled. Both Boss Mods cannot be installed and enabled at the same time. Please disable Boss Mod.,Boss Mod が導入済み・有効です。Boss Mod と BossMod Reborn は同時に有効化できません。Boss Mod を無効にしてください。
RSR,AutoDuty,,,BossModReborn is installed and enabled,BossMod Reborn は導入済み・有効
RSR,Auto,Auto Switch,,Cancel auto mode if combat starts early during countdown,カウントダウン中に早く戦闘が始まったらAutoモードを解除
RSR,Duty,PvP,,Cancel cast in PvP if the target gains Guard and the action does not ignore Guard.,PvPで対象が防御を使用し、その防御を無視できないアクションなら詠唱を中止
RSR,Duty,Chaotic Alliance Raid,,Chaotic Alliance Raid,滅アライアンスレイド
RSR,Debug,,,Clear Trace,トレースをクリア
RSR,Extra,Internal,,Configs/Backups location: ,設定／バックアップ保存先: 
RSR,AutoDuty,,,Configure AutoDuty settings and view related information.,AutoDuty設定と関連情報を表示
RSR,Actions,,,Copy to Clipboard,クリップボードへコピー
RSR,Duty,Ultimate,,Dancing Mad (Ultimate) - Hero/Villain logic.,Dancing Mad（絶）- Hero/Villain 判定ロジック
RSR,Debug,,,Debug Mode,デバッグモード
RSR,Debug,,,Debug options for developers and rotation writers (disable when not in use).,開発者・ローテーション作成者向けデバッグ設定（通常は無効推奨）
RSR,Duty,Deep Dungeon,,Deep Dungeon,ディープダンジョン
RSR,Auto,Auto Switch,,Disable automatically during area transitions.,エリア移動中は自動で無効化
RSR,Auto,Auto Switch,,Disable automatically during cutscenes.,カットシーン中は自動で無効化
RSR,Duty,PvP,,Don't use any actions while in Guard.,防御中はアクションを使用しない
RSR,UI,Information,,DTR Behaviour,DTRバーの動作
RSR,Duty,Dungeon,,Dungeon,ダンジョン
RSR,Duty,Field Ops,,Elemental Weakness Tracking.,属性弱点を追跡
RSR,Extra,Others,,Enable cactbot timeline integration (Extremely experimental),cactbotタイムライン連携を有効化（非常に実験的）
RSR,Extra,Event,,Event,イベント
RSR,Duty,Extreme,,Extreme,極
RSR,Duty,Field Ops,,Field Ops,フィールド探索型コンテンツ
RSR,Actions,,,From Clipboard,クリップボードから読込
RSR,AutoDuty,,,Gearsetter is not enabled,Gearsetter は無効です
RSR,Auto,Healing Usage and Control,,Healing Usage and Control,回復使用・制御
RSR,Auto,Healing Usage and Control,,HP standard deviation for using AoE heal.,範囲回復を使用するHPの標準偏差
RSR,Duty,PvP,,Ignore Invincibility for PvP purposes.,PvPでは無敵判定を無視
RSR,Duty,PvP,,Ignore TTK for PvP purposes.,PvPではTTK判定を無視
RSR,List,,,"In this window, you can set parameters that can be customized using lists.",この画面では、リストでカスタマイズできる各種項目を設定します。
RSR,Extra,Event,,"In this window, you can set which macro will be triggered after using an action.",この画面では、アクション使用後に実行するマクロを設定します。
RSR,UI,Information,,Information,情報
RSR,Extra,Internal,,Internal,内部
RSR,Extra,Event,,Is Shared,共有する
RSR,Extra,Others,,Lock actions when casting Collective Unconscious during AOE mitigations.,範囲軽減中に運命の輪を使用している間は他アクションを抑制
RSR,Extra,Others,,Lock actions when casting Passage Of Arms during AOE mitigations.,範囲軽減中にパッセージ・オブ・アームズを使用している間は他アクションを抑制
RSR,Extra,Others,,Lock actions when casting Phantom Flurry.,幻影の闘舞中は他アクションを抑制
RSR,Duty,PvP,,Lock out GCD cycle if you are below 50% HP and have over 2000 MP for heals (Experimental).,HP50%未満かつMP2000以上なら回復のためGCDサイクルを抑制（実験的）
RSR,List,Map-specific settings,,Map-specific settings,マップ固有設定
RSR,Basic,Timer,,Not In Combat random delay range.,非戦闘時のランダム遅延範囲
RSR,Debug,,,Open Action Trace File,アクショントレースを開く
RSR,Extra,Others,,Others,その他
RSR,Auto,Healing Usage and Control,,Prioritize Low HP tank for tankbusters.,タンク強攻撃ではHPが低いタンクを優先
RSR,Duty,PvP,,PvP,PvP
RSR,Auto,Healing Usage and Control,,Raise non-Healers from bottom of party list to the top (Light Party 2 Healer Behavior),非ヒーラーの蘇生優先度をPTリスト下から上へ（ライトPTでヒーラー2人時の動作）
RSR,UI,Information,,Random range of simulated presses per action,アクションごとの疑似入力回数のランダム範囲
RSR,Actions,,,Reset and Stop Casting List,詠唱停止リストを初期化して停止
RSR,Actions,,,Reset and Update AOE List,範囲攻撃リストを初期化して更新
RSR,List,Statuses,,Reset and Update Dispell Debuff List,解除対象デバフリストを初期化して更新
RSR,List,Statuses,,Reset and Update Invuln Status List,無敵ステータスリストを初期化して更新
RSR,Actions,,,Reset and Update Knockback List,ノックバックリストを初期化して更新
RSR,List,Statuses,,Reset and Update No Casting Status List,詠唱禁止ステータスリストを初期化して更新
RSR,List,Statuses,,Reset and Update Priority Status List,優先ステータスリストを初期化して更新
RSR,Actions,,,Reset and Update Tankbuster List,タンク強攻撃リストを初期化して更新
RSR,Extra,Internal,,Restore Configs,設定を復元
RSR,Main,Many thanks to Ko-fi sponsors.,,Right-click to copy this tip.,右クリックでこのヒントをコピー
RSR,Extra,Others,,RSR focuses on the rotation itself. These are side features. Subject to removal at any time.,RSRはローテーション本体を重視しています。ここは補助機能で、将来削除される可能性があります。
RSR,Duty,Savage,,Savage,零式
RSR,Extra,Others,,Set Blue Mage Actions Automatically,青魔法を自動設定
RSR,Duty,PvP,,Set RSR to PvP specific state when enabled in PvP zone.,PvPエリアで有効化された場合、RSRをPvP用状態に切り替える
RSR,Extra,Others,,Show cactbot event toasts (debug),cactbotイベントをトースト表示（デバッグ）
RSR,AutoDuty,,,SkipCutscene is not enabled,SkipCutscene は無効です
RSR,List,Statuses,,Statuses,ステータス
RSR,Auto,Healing Usage and Control,,Stop single target GCD healing after reaching threshold. (EXTREMELY Experimental),しきい値到達後は単体GCD回復を停止（非常に実験的）
RSR,Duty,PvP,,The HP for using Guard.,防御を使用するHP
RSR,Auto,Action Usage and Control,,The HP%% for tank to use invulnerability,タンクが無敵技を使用するHP％
RSR,Auto,Action Usage and Control,,The range of random delay before interrupting hostile targets.,敵の詠唱中断までのランダム遅延範囲
RSR,Duty,The Masked Carnivale,,The Masked Carnivale,マスクカーニバル
RSR,,,,This config is job-specific,この設定はジョブ専用です
RSR,Basic,Timer,,Timer,タイマー
RSR,Duty,Treasure Dungeon,,Treasure Dungeon,宝物庫
RSR,Duty,Treasure Dungeon,,Treasure Dungeons - Numbered mob logic.,宝物庫 - 番号付き敵のターゲットロジック
RSR,Duty,Treasure Dungeon,,Treasure Dungeons - Timed mob logic.,宝物庫 - 時間制敵のターゲットロジック
RSR,Auto,Healing Usage and Control,,Treat focus targeted player as party member in alliance raids,アライアンスレイドではフォーカスターゲットしたプレイヤーをPTメンバーとして扱う
RSR,Auto,Healing Usage and Control,,Treat your chocobo as a party member,チョコボをPTメンバーとして扱う
RSR,Duty,Ultimate,,Ultimate,絶
RSR,Duty,PvP,,Use Purify to remove Bind debuff,浄化でバインドを解除
RSR,Duty,PvP,,Use Purify to remove Deep Freeze debuff,浄化で氷結を解除
RSR,Duty,PvP,,Use Purify to remove Heavy debuff,浄化でヘヴィを解除
RSR,Duty,PvP,,Use Purify to remove Miracle of Nature debuff,浄化でミラクル・オブ・ネイチャーを解除
RSR,Duty,PvP,,Use Purify to remove Silence debuff,浄化で沈黙を解除
RSR,Duty,PvP,,Use Purify to remove Stun debuff,浄化でスタンを解除
RSR,Main,Links,,Useful information and macro list.,便利な情報とマクロ一覧
